Closing_price,Highest_price,Last_Modified,Number_of_transactions,Opening_price,Securities_abbreviation,Securities_code,Transaction_date,currency,market,minimum_price,price_limit,trading_volume,ups_downs
8.79,8.79,"Sun, 06 Oct 2024 01:12:57 GMT",113544764,8.59,华西证券,002926-SZE,2024-09-30,CNY,SZE,8.28,10.0125,978386829.76,0.8
12.29,12.38,"Sun, 06 Oct 2024 01:12:57 GMT",13443761,11.85,泰永长征,002927-SZE,2024-09-30,CNY,SZE,11.4,8.4731,160875094.39,0.96
7.21,7.23,"Sun, 06 Oct 2024 01:12:57 GMT",40266848,6.97,华夏航空,002928-SZE,2024-09-30,CNY,SZE,6.71,9.0772,283632785.57,0.6
32.25,32.32,"Sun, 06 Oct 2024 01:12:57 GMT",17216377,30.58,润建股份,002929-SZE,2024-09-30,CNY,SZE,30.0,9.5821,539149954.5,2.82
12.08,12.08,"Sun, 06 Oct 2024 01:12:57 GMT",9158702,11.3,宏川智慧,002930-SZE,2024-09-30,CNY,SZE,11.22,10.0182,107163479.7,1.1
9.9,9.9,"Sun, 06 Oct 2024 01:12:57 GMT",11292312,9.38,锋龙股份,002931-SZE,2024-09-30,CNY,SZE,9.13,9.2715,108002979.68,0.84
19.41,19.42,"Sun, 06 Oct 2024 01:12:57 GMT",9655040,18.38,明德生物,002932-SZE,2024-09-30,CNY,SZE,18.38,9.9717,183834108.45,1.76
29.08,29.39,"Sun, 06 Oct 2024 01:12:57 GMT",9885737,27.8,新兴装备,002933-SZE,2024-09-30,CNY,SZE,27.33,8.548,280139351.52,2.29
15.38,15.49,"Sun, 06 Oct 2024 01:12:57 GMT",15321330,14.7,天奥电子,002935-SZE,2024-09-30,CNY,SZE,14.61,8.3099,231468591.43,1.18
2.15,2.15,"Sun, 06 Oct 2024 01:12:57 GMT",351647070,1.99,郑州银行,002936-SZE,2024-09-30,CNY,SZE,1.98,10.2564,739313445.55,0.2
19.7,19.77,"Sun, 06 Oct 2024 01:12:57 GMT",8876679,18.77,兴瑞科技,002937-SZE,2024-09-30,CNY,SZE,18.43,9.3837,169455651.03,1.69
35.77,35.77,"Sun, 06 Oct 2024 01:12:57 GMT",39491341,33.8,鹏鼎控股,002938-SZE,2024-09-30,CNY,SZE,32.66,9.9938,1371476635.28,3.25
9.19,9.19,"Sun, 06 Oct 2024 01:12:57 GMT",166012413,8.95,长城证券,002939-SZE,2024-09-30,CNY,SZE,8.65,10.0599,1492915154.42,0.84
15.15,15.3,"Sun, 06 Oct 2024 01:12:57 GMT",7219958,14.55,昂利康,002940-SZE,2024-09-30,CNY,SZE,14.17,7.1429,107236467.59,1.01
11.19,11.19,"Sun, 06 Oct 2024 01:12:57 GMT",38703618,10.72,新疆交建,002941-SZE,2024-09-30,CNY,SZE,10.44,10.0295,421669526.3,1.02
13.53,13.63,"Sun, 06 Oct 2024 01:12:57 GMT",2971813,13.16,新农股份,002942-SZE,2024-09-30,CNY,SZE,12.61,8.1535,39227374.06,1.02
22.44,22.88,"Sun, 06 Oct 2024 01:12:57 GMT",16843632,21.8,宇晶股份,002943-SZE,2024-09-30,CNY,SZE,20.91,6.6033,370158437.14,1.39
13.44,13.44,"Sun, 06 Oct 2024 01:12:57 GMT",68584393,13.09,华林证券,002945-SZE,2024-09-30,CNY,SZE,12.58,9.9836,903141885.16,1.22
12.34,12.34,"Sun, 06 Oct 2024 01:12:57 GMT",24961244,11.89,新乳业,002946-SZE,2024-09-30,CNY,SZE,11.75,9.9822,301247891.22,1.12
34.27,34.28,"Sun, 06 Oct 2024 01:12:57 GMT",18324487,32.16,恒铭达,002947-SZE,2024-09-30,CNY,SZE,31.31,9.4888,606343816.75,2.97
3.78,3.8,"Sun, 06 Oct 2024 01:12:57 GMT",96137841,3.57,青岛银行,002948-SZE,2024-09-30,CNY,SZE,3.55,7.6923,352766831.73,0.27
11.54,11.54,"Sun, 06 Oct 2024 01:12:57 GMT",9538913,10.81,华阳国际,002949-SZE,2024-09-30,CNY,SZE,10.81,10.0095,107812723.38,1.05
8.6,8.68,"Sun, 06 Oct 2024 01:12:57 GMT",16501420,8.13,奥美医疗,002950-SZE,2024-09-30,CNY,SZE,8.01,8.1761,138168416.54,0.65
5.91,5.91,"Sun, 06 Oct 2024 01:12:57 GMT",2433800,5.66,*ST金时,002951-SZE,2024-09-30,CNY,SZE,5.65,4.9734,14265591.95,0.28
24.91,25.06,"Sun, 06 Oct 2024 01:12:57 GMT",18063568,23.4,亚世光电,002952-SZE,2024-09-30,CNY,SZE,22.84,9.0153,435345284.85,2.06
8.79,8.86,"Sun, 06 Oct 2024 01:12:57 GMT",17160407,8.44,日丰股份,002953-SZE,2024-09-30,CNY,SZE,8.27,7.7206,147895045.68,0.63
25.09,25.32,"Sun, 06 Oct 2024 01:12:57 GMT",6278149,23.99,鸿合科技,002955-SZE,2024-09-30,CNY,SZE,23.3,8.427,153155119.01,1.95
13.29,13.39,"Sun, 06 Oct 2024 01:12:57 GMT",6176383,12.6,西麦食品,002956-SZE,2024-09-30,CNY,SZE,12.42,8.5784,79765210.05,1.05
14.19,14.21,"Sun, 06 Oct 2024 01:12:57 GMT",17862720,13.51,科瑞技术,002957-SZE,2024-09-30,CNY,SZE,13.23,9.4907,246549228.2,1.23
2.99,3.02,"Sun, 06 Oct 2024 01:12:57 GMT",186931367,2.79,青农商行,002958-SZE,2024-09-30,CNY,SZE,2.78,8.7273,543241465.06,0.24
47.48,47.48,"Sun, 06 Oct 2024 01:12:57 GMT",6051249,45.94,小熊电器,002959-SZE,2024-09-30,CNY,SZE,43.56,10.0093,277134992.74,4.32
11.49,11.5,"Sun, 06 Oct 2024 01:12:57 GMT",29443617,10.7,青鸟消防,002960-SZE,2024-09-30,CNY,SZE,10.68,9.9522,328495895.5,1.04
15.57,15.58,"Sun, 06 Oct 2024 01:12:57 GMT",29983726,14.85,瑞达期货,002961-SZE,2024-09-30,CNY,SZE,14.1,9.9576,447273545.54,1.41
15.32,15.4,"Sun, 06 Oct 2024 01:12:57 GMT",30218060,14.51,五方光电,002962-SZE,2024-09-30,CNY,SZE,14.12,9.0391,449146143.99,1.27
11.42,11.53,"Sun, 06 Oct 2024 01:12:57 GMT",5739900,10.83,豪尔赛,002963-SZE,2024-09-30,CNY,SZE,10.53,8.5551,63575005.66,0.9
30.26,30.31,"Sun, 06 Oct 2024 01:12:57 GMT",10143726,28.82,祥鑫科技,002965-SZE,2024-09-30,CNY,SZE,28.37,9.8367,298794022.94,2.71
8.09,8.19,"Sun, 06 Oct 2024 01:12:57 GMT",105380564,7.72,苏州银行,002966-SZE,2024-09-30,CNY,SZE,7.72,5.8901,835592820.12,0.45
15.07,15.16,"Sun, 06 Oct 2024 01:12:57 GMT",23819545,14.47,广电计量,002967-SZE,2024-09-30,CNY,SZE,14.16,8.966,351062226.51,1.24
11.11,11.12,"Sun, 06 Oct 2024 01:12:57 GMT",10236883,10.7,新大正,002968-SZE,2024-09-30,CNY,SZE,10.39,8.8149,110667651.65,0.9
3.23,3.26,"Sun, 06 Oct 2024 01:12:57 GMT",35202917,3.08,嘉美包装,002969-SZE,2024-09-30,CNY,SZE,3.01,8.0268,110515099.22,0.24
37.35,37.35,"Sun, 06 Oct 2024 01:12:57 GMT",11704977,37.35,锐明技术,002970-SZE,2024-09-30,CNY,SZE,35.79,10.0147,432430120.76,3.4
17.7,17.7,"Sun, 06 Oct 2024 01:12:57 GMT",9642355,17.0,和远气体,002971-SZE,2024-09-30,CNY,SZE,16.36,9.3267,166345258.9,1.51
10.7,10.81,"Sun, 06 Oct 2024 01:12:57 GMT",11614015,10.27,科安达,002972-SZE,2024-09-30,CNY,SZE,10.05,8.1901,121242364.7,0.81
9.57,9.64,"Sun, 06 Oct 2024 01:12:57 GMT",6137728,9.06,侨银股份,002973-SZE,2024-09-30,CNY,SZE,9.03,7.5281,57654092.85,0.67
29.45,29.45,"Sun, 06 Oct 2024 01:12:57 GMT",3150685,27.81,博杰股份,002975-SZE,2024-09-30,CNY,SZE,27.41,10.0112,90707664.4,2.68
24.57,24.73,"Sun, 06 Oct 2024 01:12:57 GMT",11637929,22.95,瑞玛精密,002976-SZE,2024-09-30,CNY,SZE,22.95,8.5727,277657920.49,1.94
30.0,30.28,"Sun, 06 Oct 2024 01:12:57 GMT",6725672,28.25,天箭科技,002977-SZE,2024-09-30,CNY,SZE,27.95,8.4207,196378161.54,2.33
30.45,30.45,"Sun, 06 Oct 2024 01:12:57 GMT",3956740,29.26,安宁股份,002978-SZE,2024-09-30,CNY,SZE,28.63,10.0072,118115214.01,2.77
23.51,23.51,"Sun, 06 Oct 2024 01:12:57 GMT",22748295,22.14,雷赛智能,002979-SZE,2024-09-30,CNY,SZE,21.8,10.014,519817369.2,2.14
25.44,25.77,"Sun, 06 Oct 2024 01:12:57 GMT",4830878,24.58,华盛昌,002980-SZE,2024-09-30,CNY,SZE,23.9,7.9796,119906468.45,1.88
22.14,22.17,"Sun, 06 Oct 2024 01:12:57 GMT",12546825,20.98,朝阳科技,002981-SZE,2024-09-30,CNY,SZE,20.21,9.2255,267914746.31,1.87
17.89,17.89,"Sun, 06 Oct 2024 01:12:57 GMT",8132583,17.07,湘佳股份,002982-SZE,2024-09-30,CNY,SZE,16.44,8.7538,139965117.81,1.44
20.09,20.09,"Sun, 06 Oct 2024 01:12:57 GMT",14256737,19.0,芯瑞达,002983-SZE,2024-09-30,CNY,SZE,18.27,10.0219,273976204.8,1.83
27.43,27.76,"Sun, 06 Oct 2024 01:12:57 GMT",29608379,26.23,森麒麟,002984-SZE,2024-09-30,CNY,SZE,25.42,7.023,789623364.71,1.8
22.11,22.11,"Sun, 06 Oct 2024 01:12:57 GMT",9831210,21.0,北摩高科,002985-SZE,2024-09-30,CNY,SZE,20.81,10.0,213013913.5,2.01
12.58,12.65,"Sun, 06 Oct 2024 01:12:57 GMT",8541397,12.0,宇新股份,002986-SZE,2024-09-30,CNY,SZE,11.71,9.1067,104267274.56,1.05
14.18,14.18,"Sun, 06 Oct 2024 01:12:57 GMT",50468540,13.43,京北方,002987-SZE,2024-09-30,CNY,SZE,13.31,10.0078,695640357.01,1.29
16.37,16.5,"Sun, 06 Oct 2024 01:12:57 GMT",8518690,15.5,豪美新材,002988-SZE,2024-09-30,CNY,SZE,15.24,8.4106,135675859.5,1.27
21.7,21.84,"Sun, 06 Oct 2024 01:12:57 GMT",14081937,21.0,中天精装,002989-SZE,2024-09-30,CNY,SZE,19.91,7.5855,298620004.97,1.53
23.26,23.3,"Sun, 06 Oct 2024 01:12:57 GMT",10845728,22.3,盛视科技,002990-SZE,2024-09-30,CNY,SZE,21.58,9.3559,244502890.54,1.99
68.12,68.72,"Sun, 06 Oct 2024 01:12:57 GMT",2731772,65.05,甘源食品,002991-SZE,2024-09-30,CNY,SZE,63.5,9.0094,180897468.58,5.63
49.11,49.61,"Sun, 06 Oct 2024 01:12:57 GMT",5301681,47.1,宝明科技,002992-SZE,2024-09-30,CNY,SZE,46.12,7.7919,254878359.38,3.55
29.91,29.91,"Sun, 06 Oct 2024 01:12:57 GMT",9638118,28.46,奥海科技,002993-SZE,2024-09-30,CNY,SZE,27.71,10.0037,280231861.41,2.72
16.15,16.2,"Sun, 06 Oct 2024 01:12:57 GMT",10988532,15.38,天地在线,002995-SZE,2024-09-30,CNY,SZE,14.86,9.4173,172218575.75,1.39
6.3,6.33,"Sun, 06 Oct 2024 01:12:57 GMT",14274211,6.0,顺博合金,002996-SZE,2024-09-30,CNY,SZE,5.83,8.9965,87488644.84,0.52
33.39,33.71,"Sun, 06 Oct 2024 01:12:57 GMT",9590483,32.1,瑞鹄模具,002997-SZE,2024-09-30,CNY,SZE,31.38,7.3633,313835978.45,2.29
6.05,6.1,"Sun, 06 Oct 2024 01:12:57 GMT",13838256,5.75,优彩资源,002998-SZE,2024-09-30,CNY,SZE,5.62,7.8431,81443520.39,0.44
5.97,6.02,"Sun, 06 Oct 2024 01:12:57 GMT",22164840,5.67,天禾股份,002999-SZE,2024-09-30,CNY,SZE,5.54,8.3485,128399690.4,0.46
13.8,13.86,"Sun, 06 Oct 2024 01:12:57 GMT",14512086,13.1,劲仔食品,003000-SZE,2024-09-30,CNY,SZE,12.84,8.3203,195950637.32,1.06
26.37,26.47,"Sun, 06 Oct 2024 01:12:57 GMT",4648545,25.36,中岩大地,003001-SZE,2024-09-30,CNY,SZE,24.22,9.601,118793157.24,2.31
16.7,16.78,"Sun, 06 Oct 2024 01:12:57 GMT",9666893,15.9,壶化股份,003002-SZE,2024-09-30,CNY,SZE,15.43,8.4416,155630209.32,1.3
8.89,8.94,"Sun, 06 Oct 2024 01:12:57 GMT",7693712,8.34,天元股份,003003-SZE,2024-09-30,CNY,SZE,8.31,9.2138,66219080.0,0.75
25.35,25.52,"Sun, 06 Oct 2024 01:12:57 GMT",5279341,24.0,声迅股份,003004-SZE,2024-09-30,CNY,SZE,23.71,8.6118,130121948.48,2.01
26.95,27.22,"Sun, 06 Oct 2024 01:12:57 GMT",11808825,25.32,竞业达,003005-SZE,2024-09-30,CNY,SZE,24.8,8.8889,308896044.5,2.2
26.69,26.72,"Sun, 06 Oct 2024 01:12:57 GMT",6516332,25.4,百亚股份,003006-SZE,2024-09-30,CNY,SZE,24.51,9.8806,170493776.25,2.4
28.45,28.67,"Sun, 06 Oct 2024 01:12:57 GMT",7327186,26.9,直真科技,003007-SZE,2024-09-30,CNY,SZE,26.3,8.9204,202751558.02,2.33
18.83,19.11,"Sun, 06 Oct 2024 01:12:57 GMT",5156535,17.91,开普检测,003008-SZE,2024-09-30,CNY,SZE,17.56,7.6615,94316485.85,1.34
42.5,42.76,"Sun, 06 Oct 2024 01:12:57 GMT",5184975,40.3,中天火箭,003009-SZE,2024-09-30,CNY,SZE,39.49,7.7859,214545920.53,3.07
14.04,14.13,"Sun, 06 Oct 2024 01:12:57 GMT",10645978,13.33,若羽臣,003010-SZE,2024-09-30,CNY,SZE,13.02,8.9216,145007090.93,1.15
14.28,14.49,"Sun, 06 Oct 2024 01:12:57 GMT",8837531,13.72,海象新材,003011-SZE,2024-09-30,CNY,SZE,13.34,7.1268,123265038.69,0.95
6.72,6.74,"Sun, 06 Oct 2024 01:12:57 GMT",22165616,6.43,东鹏控股,003012-SZE,2024-09-30,CNY,SZE,6.27,9.2683,145644323.07,0.57
14.64,14.75,"Sun, 06 Oct 2024 01:12:57 GMT",7498896,13.97,地铁设计,003013-SZE,2024-09-30,CNY,SZE,13.65,8.0443,106719231.16,1.09
13.51,13.51,"Sun, 06 Oct 2024 01:12:57 GMT",51080473,12.72,日久光电,003015-SZE,2024-09-30,CNY,SZE,12.23,10.0163,663970688.04,1.23
7.16,7.22,"Sun, 06 Oct 2024 01:12:57 GMT",8288168,6.83,欣贺股份,003016-SZE,2024-09-30,CNY,SZE,6.7,7.3463,57878346.4,0.49
18.58,18.67,"Sun, 06 Oct 2024 01:12:57 GMT",3718664,17.62,大洋生物,003017-SZE,2024-09-30,CNY,SZE,17.46,9.2941,67215534.61,1.58
8.8,8.88,"Sun, 06 Oct 2024 01:12:57 GMT",8184710,8.34,金富科技,003018-SZE,2024-09-30,CNY,SZE,8.15,7.4481,70068726.82,0.61
26.79,27.01,"Sun, 06 Oct 2024 01:12:57 GMT",17460454,25.84,宸展光电,003019-SZE,2024-09-30,CNY,SZE,24.76,6.7756,454991260.66,1.7
20.01,20.05,"Sun, 06 Oct 2024 01:12:57 GMT",4023627,18.88,立方制药,003020-SZE,2024-09-30,CNY,SZE,18.5,9.2845,78021509.32,1.7
44.92,45.17,"Sun, 06 Oct 2024 01:12:57 GMT",11017787,42.88,兆威机电,003021-SZE,2024-09-30,CNY,SZE,42.0,7.696,484462355.36,3.21
16.25,16.25,"Sun, 06 Oct 2024 01:12:57 GMT",16256727,15.25,联泓新科,003022-SZE,2024-09-30,CNY,SZE,15.25,10.0203,259418575.19,1.48
18.12,18.35,"Sun, 06 Oct 2024 01:12:57 GMT",6223930,17.15,彩虹集团,003023-SZE,2024-09-30,CNY,SZE,16.85,8.3084,109547763.9,1.39
14.85,14.91,"Sun, 06 Oct 2024 01:12:57 GMT",14076775,14.19,思进智能,003025-SZE,2024-09-30,CNY,SZE,13.82,9.5133,203270604.37,1.29
35.13,35.13,"Sun, 06 Oct 2024 01:12:57 GMT",17282730,32.68,中晶科技,003026-SZE,2024-09-30,CNY,SZE,32.08,9.9875,585826652.0,3.19
14.13,14.19,"Sun, 06 Oct 2024 01:12:57 GMT",7903980,13.2,同兴环保,003027-SZE,2024-09-30,CNY,SZE,13.09,8.9437,108116851.0,1.16
35.8,35.88,"Sun, 06 Oct 2024 01:12:57 GMT",1944014,33.58,振邦智能,003028-SZE,2024-09-30,CNY,SZE,33.58,9.4132,67855370.23,3.08
21.24,21.31,"Sun, 06 Oct 2024 01:12:57 GMT",13992077,19.89,吉大正元,003029-SZE,2024-09-30,CNY,SZE,19.89,9.6541,289920772.56,1.87
15.68,15.88,"Sun, 06 Oct 2024 01:12:57 GMT",3374399,15.11,祖名股份,003030-SZE,2024-09-30,CNY,SZE,14.7,6.812,51851076.98,1.0
46.53,46.53,"Sun, 06 Oct 2024 01:12:57 GMT",6662302,44.05,中瓷电子,003031-SZE,2024-09-30,CNY,SZE,43.97,10.0,304605156.38,4.23
10.46,10.46,"Sun, 06 Oct 2024 01:12:57 GMT",42390000,9.75,传智教育,003032-SZE,2024-09-30,CNY,SZE,9.67,9.9895,429094861.0,0.95
26.34,26.46,"Sun, 06 Oct 2024 01:12:57 GMT",3877123,24.82,征和工业,003033-SZE,2024-09-30,CNY,SZE,24.19,8.6186,98405475.32,2.09
4.85,4.85,"Sun, 06 Oct 2024 01:12:57 GMT",53441670,4.55,南网能源,003035-SZE,2024-09-30,CNY,SZE,4.55,9.9773,253627094.24,0.44
9.11,9.15,"Sun, 06 Oct 2024 01:12:57 GMT",8655352,8.65,泰坦股份,003036-SZE,2024-09-30,CNY,SZE,8.34,9.2326,75438970.53,0.77
6.32,6.35,"Sun, 06 Oct 2024 01:12:57 GMT",16496196,6.1,三和管桩,003037-SZE,2024-09-30,CNY,SZE,5.92,8.9655,101698286.82,0.52
15.48,15.48,"Sun, 06 Oct 2024 01:12:57 GMT",11588393,14.68,鑫铂股份,003038-SZE,2024-09-30,CNY,SZE,14.41,10.0213,174822948.54,1.41
13.23,13.28,"Sun, 06 Oct 2024 01:12:57 GMT",10704273,12.54,顺控发展,003039-SZE,2024-09-30,CNY,SZE,12.28,9.6106,137826879.26,1.16
12.32,12.32,"Sun, 06 Oct 2024 01:12:57 GMT",19996685,11.7,楚天龙,003040-SZE,2024-09-30,CNY,SZE,11.45,10.0,240527504.33,1.12
12.08,12.26,"Sun, 06 Oct 2024 01:12:57 GMT",3362800,11.62,真爱美家,003041-SZE,2024-09-30,CNY,SZE,11.45,6.9973,39832937.68,0.79
13.7,13.8,"Sun, 06 Oct 2024 01:12:57 GMT",7381890,13.01,中农联合,003042-SZE,2024-09-30,CNY,SZE,12.75,8.2148,98421851.5,1.04
47.3,47.3,"Sun, 06 Oct 2024 01:12:57 GMT",5606425,45.0,华亚智能,003043-SZE,2024-09-30,CNY,SZE,43.75,10.0,257139514.25,4.3
4.5,4.53,"Sun, 06 Oct 2024 01:12:57 GMT",569084159,4.22,中国广核,003816-SZE,2024-09-30,CNY,SZE,4.22,7.1429,2476589159.05,0.3
4.08,4.15,"Sun, 06 Oct 2024 01:12:57 GMT",1303500,3.93,深物业B,200011-SZE,2024-09-30,CNY,SZE,3.93,7.0866,5287477.9,0.27
2.6,2.64,"Sun, 06 Oct 2024 01:12:57 GMT",7544779,2.52,南  玻Ｂ,200012-SZE,2024-09-30,CNY,SZE,2.52,5.2632,19457825.68,0.13
0.74,0.75,"Sun, 06 Oct 2024 01:12:57 GMT",8470596,0.69,深康佳Ｂ,200016-SZE,2024-09-30,CNY,SZE,0.69,8.8235,6122396.24,0.06
1.9,1.91,"Sun, 06 Oct 2024 01:12:57 GMT",1496062,1.81,深中华B,200017-SZE,2024-09-30,CNY,SZE,1.81,7.3446,2796021.32,0.13
3.43,3.47,"Sun, 06 Oct 2024 01:12:57 GMT",708759,3.36,深粮B,200019-SZE,2024-09-30,CNY,SZE,3.35,3.3133,2416851.09,0.11
2.69,2.7,"Sun, 06 Oct 2024 01:12:57 GMT",1276490,2.51,深华发Ｂ,200020-SZE,2024-09-30,CNY,SZE,2.49,9.7959,3309518.0,0.24
3.97,4.07,"Sun, 06 Oct 2024 01:12:57 GMT",691051,3.8,特  力Ｂ,200025-SZE,2024-09-30,CNY,SZE,3.8,6.7204,2730148.92,0.25
7.04,7.04,"Sun, 06 Oct 2024 01:12:57 GMT",248685,6.75,飞亚达Ｂ,200026-SZE,2024-09-30,CNY,SZE,6.74,4.2963,1719284.66,0.29
14.72,14.87,"Sun, 06 Oct 2024 01:12:57 GMT",1310244,14.24,一致Ｂ,200028-SZE,2024-09-30,CNY,SZE,14.22,5.4441,19041033.56,0.76
2.8,2.96,"Sun, 06 Oct 2024 01:12:57 GMT",5530894,2.88,深深房Ｂ,200029-SZE,2024-09-30,CNY,SZE,2.69,4.0892,15689151.5,0.11
3.45,3.53,"Sun, 06 Oct 2024 01:12:57 GMT",1154901,3.3,富奥B,200030-SZE,2024-09-30,CNY,SZE,3.28,7.1429,3911110.95,0.23
1.75,1.77,"Sun, 06 Oct 2024 01:12:57 GMT",1120430,1.71,深南电B,200037-SZE,2024-09-30,CNY,SZE,1.7,4.7904,1945735.0,0.08
3.53,3.59,"Sun, 06 Oct 2024 01:12:57 GMT",336750,3.44,深纺织Ｂ,200045-SZE,2024-09-30,CNY,SZE,3.42,5.0595,1183099.5,0.17
1.7,1.71,"Sun, 06 Oct 2024 01:12:57 GMT",1868565,1.64,方大Ｂ,200055-SZE,2024-09-30,CNY,SZE,1.63,6.25,3133432.54,0.1
1.0,1.01,"Sun, 06 Oct 2024 01:12:57 GMT",1179816,1.0,皇庭B,200056-SZE,2024-09-30,CNY,SZE,0.96,5.2632,1169076.84,0.05
1.67,1.69,"Sun, 06 Oct 2024 01:12:57 GMT",3020962,1.61,深赛格B,200058-SZE,2024-09-30,CNY,SZE,1.57,5.6962,4954217.62,0.09
7.14,7.18,"Sun, 06 Oct 2024 01:12:57 GMT",2830100,7.06,粤高速Ｂ,200429-SZE,2024-09-30,CNY,SZE,7.03,0.9901,20153774.5,0.07
2.42,2.42,"Sun, 06 Oct 2024 01:12:57 GMT",1503362,2.23,宁通信B,200468-SZE,2024-09-30,CNY,SZE,2.23,10.0,3566571.26,0.22
1.56,1.58,"Sun, 06 Oct 2024 01:12:57 GMT",6567862,1.47,晨  鸣Ｂ,200488-SZE,2024-09-30,CNY,SZE,1.45,7.5862,9953567.36,0.11
2.3,2.33,"Sun, 06 Oct 2024 01:12:57 GMT",641012,2.23,京粮B,200505-SZE,2024-09-30,CNY,SZE,2.22,4.0724,1465904.48,0.09
3.66,3.66,"Sun, 06 Oct 2024 01:12:57 GMT",1705255,3.39,闽灿坤Ｂ,200512-SZE,2024-09-30,CNY,SZE,3.39,9.9099,6067060.69,0.33
4.76,4.78,"Sun, 06 Oct 2024 01:12:57 GMT",2019958,4.68,虹美菱B,200521-SZE,2024-09-30,CNY,SZE,4.58,4.1575,9433239.62,0.19
1.64,1.64,"Sun, 06 Oct 2024 01:12:57 GMT",2468916,1.55,冰山B,200530-SZE,2024-09-30,CNY,SZE,1.54,7.1895,3905402.52,0.11
2.15,2.17,"Sun, 06 Oct 2024 01:12:57 GMT",6773511,2.1,粤电力Ｂ,200539-SZE,2024-09-30,CNY,SZE,2.08,3.8647,14435321.21,0.08
2.54,2.55,"Sun, 06 Oct 2024 01:12:57 GMT",1577997,2.45,粤照明Ｂ,200541-SZE,2024-09-30,CNY,SZE,2.45,5.3942,3940767.25,0.13
11.6,11.76,"Sun, 06 Oct 2024 01:12:57 GMT",1124482,11.28,江  铃Ｂ,200550-SZE,2024-09-30,CNY,SZE,11.12,4.6931,12949753.84,0.52
2.13,2.14,"Sun, 06 Oct 2024 01:12:57 GMT",1297054,2.08,安道麦B,200553-SZE,2024-09-30,CNY,SZE,2.08,4.4118,2741436.94,0.09
1.94,1.96,"Sun, 06 Oct 2024 01:12:57 GMT",1199130,1.87,苏常柴Ｂ,200570-SZE,2024-09-30,CNY,SZE,1.87,5.4348,2299266.79,0.1
12.7,12.8,"Sun, 06 Oct 2024 01:12:57 GMT",1001651,12.31,苏威孚Ｂ,200581-SZE,2024-09-30,CNY,SZE,12.29,4.1838,12611213.17,0.51
125.2,125.58,"Sun, 06 Oct 2024 01:12:57 GMT",456598,122.79,古井贡Ｂ,200596-SZE,2024-09-30,CNY,SZE,115.1,9.3068,55521617.9,10.66
3.9,3.94,"Sun, 06 Oct 2024 01:12:57 GMT",13840470,3.8,长  安Ｂ,200625-SZE,2024-09-30,CNY,SZE,3.78,4.2781,53519307.55,0.16
2.25,2.26,"Sun, 06 Oct 2024 01:12:57 GMT",206400,2.19,瓦轴B,200706-SZE,2024-09-30,CNY,SZE,2.14,5.6338,455216.0,0.12
2.76,2.77,"Sun, 06 Oct 2024 01:12:57 GMT",5183068,2.65,京东方Ｂ,200725-SZE,2024-09-30,CNY,SZE,2.63,5.3435,14059231.65,0.14
4.29,4.29,"Sun, 06 Oct 2024 01:12:57 GMT",709906,4.19,鲁  泰Ｂ,200726-SZE,2024-09-30,CNY,SZE,4.15,3.8741,3011463.9,0.16
1.53,1.54,"Sun, 06 Oct 2024 01:12:57 GMT",3290300,1.51,本钢板Ｂ,200761-SZE,2024-09-30,CNY,SZE,1.47,4.0816,4965402.65,0.06
7.64,7.72,"Sun, 06 Oct 2024 01:12:57 GMT",2479345,7.33,杭汽轮Ｂ,200771-SZE,2024-09-30,CNY,SZE,7.3,4.9451,18603106.51,0.36
9.46,9.5,"Sun, 06 Oct 2024 01:12:57 GMT",1875358,9.18,张  裕Ｂ,200869-SZE,2024-09-30,CNY,SZE,9.18,3.956,17547693.36,0.36
1.9,1.9,"Sun, 06 Oct 2024 01:12:57 GMT",810145,1.76,中  鲁Ｂ,200992-SZE,2024-09-30,CNY,SZE,1.76,9.8266,1510488.11,0.17
12.24,12.38,"Sun, 06 Oct 2024 01:12:57 GMT",1112113,11.86,招港B,201872-SZE,2024-09-30,CNY,SZE,11.86,4.4369,13488145.9,0.52
22.0,22.47,"Sun, 06 Oct 2024 01:12:57 GMT",53772464,20.4,特锐德,300001-SZE,2024-09-30,CNY,SZE,20.16,12.4744,1141707180.4,2.44
12.47,12.56,"Sun, 06 Oct 2024 01:12:57 GMT",183285532,11.2,神州泰岳,300002-SZE,2024-09-30,CNY,SZE,11.02,16.8697,2159526096.95,1.8
13.17,13.27,"Sun, 06 Oct 2024 01:12:57 GMT",108241847,11.85,乐普医疗,300003-SZE,2024-09-30,CNY,SZE,11.58,17.1708,1337983013.85,1.93
5.24,5.36,"Sun, 06 Oct 2024 01:12:57 GMT",36511044,4.85,南风股份,300004-SZE,2024-09-30,CNY,SZE,4.77,12.6882,184428807.68,0.59
6.55,6.6,"Sun, 06 Oct 2024 01:12:57 GMT",65837394,5.88,探路者,300005-SZE,2024-09-30,CNY,SZE,5.72,17.1735,405031033.75,0.96
3.56,3.61,"Sun, 06 Oct 2024 01:12:57 GMT",79234322,3.21,莱美药业,300006-SZE,2024-09-30,CNY,SZE,3.12,14.4695,266919401.96,0.45
16.24,16.45,"Sun, 06 Oct 2024 01:12:57 GMT",36991000,14.7,汉威科技,300007-SZE,2024-09-30,CNY,SZE,14.41,14.3662,569244064.75,2.04
4.49,4.61,"Sun, 06 Oct 2024 01:12:57 GMT",197296489,4.04,天海防务,300008-SZE,2024-09-30,CNY,SZE,4.01,14.5408,844427546.84,0.57
